Name	Top	Mid	Bot
USDC_Face#58	crown	round_glasses	mustache
USDC_Face#13	fedora	eyes	none
USDC_Face#70	headset	round_glasses	beard
USDC_Face#95	fedora	pixel_sunglasses	blusher
ADA_Face#71	headset	pixel_sunglasses	beard
ADA_Face#31	headset	pixel_sunglasses	mouth
ADA_Face#40	crown	pirate_eyepatch	mouth
ADA_Face#33	fedora	eyes	mouth
ADA_Face#24	none	pirate_eyepatch	mouth
ADA_Face#60	crown	pirate_eyepatch	mustache
ADA_Face#94	fedora	round_glasses	blusher
ADA_Face#38	crown	round_glasses	mouth
ADA_Face#84	none	pirate_eyepatch	blusher
ADA_Face#75	fedora	pixel_sunglasses	beard
XRP_Face#41	none	eyes	mustache
XRP_Face#53	fedora	eyes	mustache
XRP_Face#13	fedora	eyes	none
XRP_Face#89	headset	eyes	blusher
XRP_Face#46	headband	round_glasses	mustache
XRP_Face#12	headset	pirate_eyepatch	none
XRP_Face#67	headband	pixel_sunglasses	beard
XRP_Face#21	none	eyes	mouth
XRP_Face#19	crown	pixel_sunglasses	none
XRP_Face#51	headset	pixel_sunglasses	mustache
LUNA_Face#13	fedora	eyes	none
LUNA_Face#12	headset	pirate_eyepatch	none
LUNA_Face#40	crown	pirate_eyepatch	mouth
LUNA_Face#4	none	pirate_eyepatch	none
LUNA_Face#42	none	round_glasses	mustache
LUNA_Face#98	crown	round_glasses	blusher
LUNA_Face#31	headset	pixel_sunglasses	mouth
LUNA_Face#73	fedora	eyes	beard
LUNA_Face#44	none	pirate_eyepatch	mustache
LUNA_Face#58	crown	round_glasses	mustache
DOT_Face#27	headband	pixel_sunglasses	mouth
DOT_Face#33	fedora	eyes	mouth
DOT_Face#26	headband	round_glasses	mouth
DOT_Face#96	fedora	pirate_eyepatch	blusher
DOT_Face#84	none	pirate_eyepatch	blusher
DOT_Face#7	headband	pixel_sunglasses	none
DOT_Face#45	headband	eyes	mustache
DOT_Face#22	none	round_glasses	mouth
DOT_Face#29	headset	eyes	mouth
DOT_Face#83	none	pixel_sunglasses	blusher
AVAX_Face#2	none	round_glasses	none
AVAX_Face#61	none	eyes	beard
AVAX_Face#54	fedora	round_glasses	mustache
AVAX_Face#96	fedora	pirate_eyepatch	blusher
AVAX_Face#75	fedora	pixel_sunglasses	beard
AVAX_Face#93	fedora	eyes	blusher
AVAX_Face#27	headband	pixel_sunglasses	mouth
AVAX_Face#60	crown	pirate_eyepatch	mustache
AVAX_Face#47	headband	pixel_sunglasses	mustache
AVAX_Face#91	headset	pixel_sunglasses	blusher
DOGE_Face#79	crown	pixel_sunglasses	beard
DOGE_Face#84	none	pirate_eyepatch	blusher
DOGE_Face#80	crown	pirate_eyepatch	beard
DOGE_Face#17	crown	eyes	none
DOGE_Face#39	crown	pixel_sunglasses	mouth
DOGE_Face#55	fedora	pixel_sunglasses	mustache
DOGE_Face#7	headband	pixel_sunglasses	none
DOGE_Face#40	crown	pirate_eyepatch	mouth
DOGE_Face#94	fedora	round_glasses	blusher
DOGE_Face#22	none	round_glasses	mouth
MATIC_Face#9	headset	eyes	none
MATIC_Face#40	crown	pirate_eyepatch	mouth
MATIC_Face#10	headset	round_glasses	none
MATIC_Face#8	headband	pirate_eyepatch	none
MATIC_Face#71	headset	pixel_sunglasses	beard
MATIC_Face#59	crown	pixel_sunglasses	mustache
MATIC_Face#25	headband	eyes	mouth
MATIC_Face#87	headband	pixel_sunglasses	blusher
MATIC_Face#17	crown	eyes	none
MATIC_Face#84	none	pirate_eyepatch	blusher
SHIB_Face#88	headband	pirate_eyepatch	blusher
SHIB_Face#13	fedora	eyes	none
SHIB_Face#92	headset	pirate_eyepatch	blusher
SHIB_Face#42	none	round_glasses	mustache
SHIB_Face#24	none	pirate_eyepatch	mouth
SHIB_Face#77	crown	eyes	beard
SHIB_Face#30	headset	round_glasses	mouth
SHIB_Face#51	headset	pixel_sunglasses	mustache
SHIB_Face#69	headset	eyes	beard
SHIB_Face#4	none	pirate_eyepatch	none
BUSD_Face#91	headset	pixel_sunglasses	blusher
BUSD_Face#19	crown	pixel_sunglasses	none
BUSD_Face#74	fedora	round_glasses	beard
BUSD_Face#98	crown	round_glasses	blusher
BUSD_Face#70	headset	round_glasses	beard
BUSD_Face#53	fedora	eyes	mustache
BUSD_Face#9	headset	eyes	none
BUSD_Face#30	headset	round_glasses	mouth
BUSD_Face#7	headband	pixel_sunglasses	none
BUSD_Face#35	fedora	pixel_sunglasses	mouth
CRO_Face#39	crown	pixel_sunglasses	mouth
CRO_Face#22	none	round_glasses	mouth
CRO_Face#91	headset	pixel_sunglasses	blusher
CRO_Face#9	headset	eyes	none
CRO_Face#26	headband	round_glasses	mouth
CRO_Face#64	none	pirate_eyepatch	beard
CRO_Face#10	headset	round_glasses	none
CRO_Face#95	fedora	pixel_sunglasses	blusher
CRO_Face#98	crown	round_glasses	blusher
CRO_Face#100	crown	pirate_eyepatch	blusher
LINK_Face#61	none	eyes	beard
LINK_Face#27	headband	pixel_sunglasses	mouth
LINK_Face#63	none	pixel_sunglasses	beard
LINK_Face#99	crown	pixel_sunglasses	blusher
LINK_Face#73	fedora	eyes	beard
LINK_Face#92	headset	pirate_eyepatch	blusher
LINK_Face#85	headband	eyes	blusher
LINK_Face#34	fedora	round_glasses	mouth
LINK_Face#14	fedora	round_glasses	none
LINK_Face#97	crown	eyes	blusher
WBTC_Face#77	crown	eyes	beard
WBTC_Face#41	none	eyes	mustache
WBTC_Face#71	headset	pixel_sunglasses	beard
WBTC_Face#15	fedora	pixel_sunglasses	none
WBTC_Face#17	crown	eyes	none
WBTC_Face#19	crown	pixel_sunglasses	none
WBTC_Face#81	none	eyes	blusher
WBTC_Face#34	fedora	round_glasses	mouth
WBTC_Face#79	crown	pixel_sunglasses	beard
WBTC_Face#88	headband	pirate_eyepatch	blusher
NEAR_Face#96	fedora	pirate_eyepatch	blusher
NEAR_Face#77	crown	eyes	beard
NEAR_Face#2	none	round_glasses	none
NEAR_Face#75	fedora	pixel_sunglasses	beard
NEAR_Face#5	headband	eyes	none
NEAR_Face#88	headband	pirate_eyepatch	blusher
NEAR_Face#80	crown	pirate_eyepatch	beard
NEAR_Face#7	headband	pixel_sunglasses	none
NEAR_Face#95	fedora	pixel_sunglasses	blusher
NEAR_Face#24	none	pirate_eyepatch	mouth
UST_Face#45	headband	eyes	mustache
UST_Face#92	headset	pirate_eyepatch	blusher
UST_Face#14	fedora	round_glasses	none
UST_Face#38	crown	round_glasses	mouth
UST_Face#47	headband	pixel_sunglasses	mustache
UST_Face#29	headset	eyes	mouth
UST_Face#59	crown	pixel_sunglasses	mustache
UST_Face#49	headset	eyes	mustache
UST_Face#77	crown	eyes	beard
UST_Face#60	crown	pirate_eyepatch	mustache
UNI_Face#94	fedora	round_glasses	blusher
UNI_Face#89	headset	eyes	blusher
UNI_Face#93	fedora	eyes	blusher
UNI_Face#6	headband	round_glasses	none
UNI_Face#78	crown	round_glasses	beard
UNI_Face#24	none	pirate_eyepatch	mouth
UNI_Face#64	none	pirate_eyepatch	beard
UNI_Face#88	headband	pirate_eyepatch	blusher
UNI_Face#39	crown	pixel_sunglasses	mouth
UNI_Face#38	crown	round_glasses	mouth
LTC_Face#78	crown	round_glasses	beard
LTC_Face#67	headband	pixel_sunglasses	beard
LTC_Face#14	fedora	round_glasses	none
LTC_Face#11	headset	pixel_sunglasses	none
LTC_Face#69	headset	eyes	beard
LTC_Face#28	headband	pirate_eyepatch	mouth
LTC_Face#37	crown	eyes	mouth
LTC_Face#87	headband	pixel_sunglasses	blusher
LTC_Face#41	none	eyes	mustache
LTC_Face#20	crown	pirate_eyepatch	none
DAI_Face#23	none	pixel_sunglasses	mouth
DAI_Face#77	crown	eyes	beard
DAI_Face#51	headset	pixel_sunglasses	mustache
DAI_Face#58	crown	round_glasses	mustache
DAI_Face#31	headset	pixel_sunglasses	mouth
DAI_Face#56	fedora	pirate_eyepatch	mustache
DAI_Face#34	fedora	round_glasses	mouth
DAI_Face#55	fedora	pixel_sunglasses	mustache
DAI_Face#1	none	eyes	none
DAI_Face#74	fedora	round_glasses	beard
ALGO_Face#25	headband	eyes	mouth
ALGO_Face#72	headset	pirate_eyepatch	beard
ALGO_Face#88	headband	pirate_eyepatch	blusher
ALGO_Face#90	headset	round_glasses	blusher
ALGO_Face#30	headset	round_glasses	mouth
ALGO_Face#10	headset	round_glasses	none
ALGO_Face#68	headband	pirate_eyepatch	beard
ALGO_Face#43	none	pixel_sunglasses	mustache
ALGO_Face#95	fedora	pixel_sunglasses	blusher
ALGO_Face#86	headband	round_glasses	blusher
ATOM_Face#85	headband	eyes	blusher
ATOM_Face#59	crown	pixel_sunglasses	mustache
ATOM_Face#41	none	eyes	mustache
ATOM_Face#76	fedora	pirate_eyepatch	beard
ATOM_Face#95	fedora	pixel_sunglasses	blusher
ATOM_Face#21	none	eyes	mouth
ATOM_Face#58	crown	round_glasses	mustache
ATOM_Face#62	none	round_glasses	beard
ATOM_Face#81	none	eyes	blusher
ATOM_Face#91	headset	pixel_sunglasses	blusher
FTM_Face#65	headband	eyes	beard
FTM_Face#82	none	round_glasses	blusher
FTM_Face#73	fedora	eyes	beard
FTM_Face#67	headband	pixel_sunglasses	beard
FTM_Face#92	headset	pirate_eyepatch	blusher
FTM_Face#96	fedora	pirate_eyepatch	blusher
FTM_Face#64	none	pirate_eyepatch	beard
FTM_Face#60	crown	pirate_eyepatch	mustache
FTM_Face#47	headband	pixel_sunglasses	mustache
FTM_Face#81	none	eyes	blusher
BCH_Face#87	headband	pixel_sunglasses	blusher
BCH_Face#19	crown	pixel_sunglasses	none
BCH_Face#95	fedora	pixel_sunglasses	blusher
BCH_Face#5	headband	eyes	none
BCH_Face#27	headband	pixel_sunglasses	mouth
BCH_Face#67	headband	pixel_sunglasses	beard
BCH_Face#21	none	eyes	mouth
BCH_Face#4	none	pirate_eyepatch	none
BCH_Face#50	headset	round_glasses	mustache
BCH_Face#35	fedora	pixel_sunglasses	mouth
XLM_Face#95	fedora	pixel_sunglasses	blusher
XLM_Face#98	crown	round_glasses	blusher
XLM_Face#7	headband	pixel_sunglasses	none
XLM_Face#66	headband	round_glasses	beard
XLM_Face#31	headset	pixel_sunglasses	mouth
XLM_Face#70	headset	round_glasses	beard
XLM_Face#83	none	pixel_sunglasses	blusher
XLM_Face#68	headband	pirate_eyepatch	beard
XLM_Face#56	fedora	pirate_eyepatch	mustache
XLM_Face#91	headset	pixel_sunglasses	blusher
TRX_Face#74	fedora	round_glasses	beard
TRX_Face#34	fedora	round_glasses	mouth
TRX_Face#41	none	eyes	mustache
TRX_Face#75	fedora	pixel_sunglasses	beard
TRX_Face#36	fedora	pirate_eyepatch	mouth
TRX_Face#73	fedora	eyes	beard
TRX_Face#30	headset	round_glasses	mouth
TRX_Face#7	headband	pixel_sunglasses	none
TRX_Face#22	none	round_glasses	mouth
TRX_Face#43	none	pixel_sunglasses	mustache
ICP_Face#53	fedora	eyes	mustache
ICP_Face#78	crown	round_glasses	beard
ICP_Face#6	headband	round_glasses	none
ICP_Face#42	none	round_glasses	mustache
ICP_Face#99	crown	pixel_sunglasses	blusher
ICP_Face#71	headset	pixel_sunglasses	beard
ICP_Face#34	fedora	round_glasses	mouth
ICP_Face#85	headband	eyes	blusher
ICP_Face#56	fedora	pirate_eyepatch	mustache
ICP_Face#64	none	pirate_eyepatch	beard
FTT_Face#39	crown	pixel_sunglasses	mouth
FTT_Face#1	none	eyes	none
FTT_Face#78	crown	round_glasses	beard
FTT_Face#43	none	pixel_sunglasses	mustache
FTT_Face#68	headband	pirate_eyepatch	beard
FTT_Face#69	headset	eyes	beard
FTT_Face#93	fedora	eyes	blusher
FTT_Face#49	headset	eyes	mustache
FTT_Face#11	headset	pixel_sunglasses	none
FTT_Face#94	fedora	round_glasses	blusher
MANA_Face#8	headband	pirate_eyepatch	none
MANA_Face#60	crown	pirate_eyepatch	mustache
MANA_Face#74	fedora	round_glasses	beard
MANA_Face#35	fedora	pixel_sunglasses	mouth
MANA_Face#75	fedora	pixel_sunglasses	beard
MANA_Face#44	none	pirate_eyepatch	mustache
MANA_Face#48	headband	pirate_eyepatch	mustache
MANA_Face#81	none	eyes	blusher
MANA_Face#3	none	pixel_sunglasses	none
MANA_Face#15	fedora	pixel_sunglasses	none
VET_Face#47	headband	pixel_sunglasses	mustache
VET_Face#59	crown	pixel_sunglasses	mustache
VET_Face#24	none	pirate_eyepatch	mouth
VET_Face#49	headset	eyes	mustache
VET_Face#85	headband	eyes	blusher
VET_Face#3	none	pixel_sunglasses	none
VET_Face#67	headband	pixel_sunglasses	beard
VET_Face#64	none	pirate_eyepatch	beard
VET_Face#37	crown	eyes	mouth
VET_Face#27	headband	pixel_sunglasses	mouth
HBAR_Face#63	none	pixel_sunglasses	beard
HBAR_Face#60	crown	pirate_eyepatch	mustache
HBAR_Face#87	headband	pixel_sunglasses	blusher
HBAR_Face#42	none	round_glasses	mustache
HBAR_Face#40	crown	pirate_eyepatch	mouth
HBAR_Face#5	headband	eyes	none
HBAR_Face#35	fedora	pixel_sunglasses	mouth
HBAR_Face#100	crown	pirate_eyepatch	blusher
HBAR_Face#73	fedora	eyes	beard
HBAR_Face#79	crown	pixel_sunglasses	beard
SAND_Face#17	crown	eyes	none
SAND_Face#55	fedora	pixel_sunglasses	mustache
SAND_Face#40	crown	pirate_eyepatch	mouth
SAND_Face#13	fedora	eyes	none
SAND_Face#23	none	pixel_sunglasses	mouth
SAND_Face#100	crown	pirate_eyepatch	blusher
SAND_Face#25	headband	eyes	mouth
SAND_Face#72	headset	pirate_eyepatch	beard
SAND_Face#50	headset	round_glasses	mustache
SAND_Face#41	none	eyes	mustache
AXS_Face#44	none	pirate_eyepatch	mustache
AXS_Face#78	crown	round_glasses	beard
AXS_Face#49	headset	eyes	mustache
AXS_Face#93	fedora	eyes	blusher
AXS_Face#1	none	eyes	none
AXS_Face#42	none	round_glasses	mustache
AXS_Face#69	headset	eyes	beard
AXS_Face#68	headband	pirate_eyepatch	beard
AXS_Face#96	fedora	pirate_eyepatch	blusher
AXS_Face#6	headband	round_glasses	none
BTCB_Face#74	fedora	round_glasses	beard
BTCB_Face#36	fedora	pirate_eyepatch	mouth
BTCB_Face#48	headband	pirate_eyepatch	mustache
BTCB_Face#81	none	eyes	blusher
BTCB_Face#30	headset	round_glasses	mouth
BTCB_Face#95	fedora	pixel_sunglasses	blusher
BTCB_Face#13	fedora	eyes	none
BTCB_Face#57	crown	eyes	mustache
BTCB_Face#1	none	eyes	none
BTCB_Face#93	fedora	eyes	blusher
FIL_Face#33	fedora	eyes	mouth
FIL_Face#28	headband	pirate_eyepatch	mouth
FIL_Face#39	crown	pixel_sunglasses	mouth
FIL_Face#48	headband	pirate_eyepatch	mustache
FIL_Face#34	fedora	round_glasses	mouth
FIL_Face#31	headset	pixel_sunglasses	mouth
FIL_Face#91	headset	pixel_sunglasses	blusher
FIL_Face#10	headset	round_glasses	none
FIL_Face#96	fedora	pirate_eyepatch	blusher
FIL_Face#76	fedora	pirate_eyepatch	beard
THETA_Face#6	headband	round_glasses	none
THETA_Face#91	headset	pixel_sunglasses	blusher
THETA_Face#99	crown	pixel_sunglasses	blusher
THETA_Face#9	headset	eyes	none
THETA_Face#23	none	pixel_sunglasses	mouth
THETA_Face#49	headset	eyes	mustache
THETA_Face#39	crown	pixel_sunglasses	mouth
THETA_Face#15	fedora	pixel_sunglasses	none
THETA_Face#36	fedora	pirate_eyepatch	mouth
THETA_Face#92	headset	pirate_eyepatch	blusher
EGLD_Face#56	fedora	pirate_eyepatch	mustache
EGLD_Face#61	none	eyes	beard
EGLD_Face#52	headset	pirate_eyepatch	mustache
EGLD_Face#33	fedora	eyes	mouth
EGLD_Face#40	crown	pirate_eyepatch	mouth
EGLD_Face#7	headband	pixel_sunglasses	none
EGLD_Face#51	headset	pixel_sunglasses	mustache
EGLD_Face#95	fedora	pixel_sunglasses	blusher
EGLD_Face#16	fedora	pirate_eyepatch	none
EGLD_Face#27	headband	pixel_sunglasses	mouth
ONE_Face#5	headband	eyes	none
ONE_Face#48	headband	pirate_eyepatch	mustache
ONE_Face#28	headband	pirate_eyepatch	mouth
ONE_Face#82	none	round_glasses	blusher
ONE_Face#18	crown	round_glasses	none
ONE_Face#83	none	pixel_sunglasses	blusher
ONE_Face#34	fedora	round_glasses	mouth
ONE_Face#10	headset	round_glasses	none
ONE_Face#93	fedora	eyes	blusher
ONE_Face#73	fedora	eyes	beard
ETC_Face#61	none	eyes	beard
ETC_Face#58	crown	round_glasses	mustache
ETC_Face#3	none	pixel_sunglasses	none
ETC_Face#55	fedora	pixel_sunglasses	mustache
ETC_Face#73	fedora	eyes	beard
ETC_Face#79	crown	pixel_sunglasses	beard
ETC_Face#17	crown	eyes	none
ETC_Face#26	headband	round_glasses	mouth
ETC_Face#28	headband	pirate_eyepatch	mouth
ETC_Face#87	headband	pixel_sunglasses	blusher
XMR_Face#31	headset	pixel_sunglasses	mouth
XMR_Face#74	fedora	round_glasses	beard
XMR_Face#34	fedora	round_glasses	mouth
XMR_Face#91	headset	pixel_sunglasses	blusher
XMR_Face#5	headband	eyes	none
XMR_Face#77	crown	eyes	beard
XMR_Face#78	crown	round_glasses	beard
XMR_Face#13	fedora	eyes	none
XMR_Face#32	headset	pirate_eyepatch	mouth
XMR_Face#56	fedora	pirate_eyepatch	mustache
KLAY_Face#39	crown	pixel_sunglasses	mouth
KLAY_Face#86	headband	round_glasses	blusher
KLAY_Face#1	none	eyes	none
KLAY_Face#90	headset	round_glasses	blusher
KLAY_Face#14	fedora	round_glasses	none
KLAY_Face#6	headband	round_glasses	none
KLAY_Face#2	none	round_glasses	none
KLAY_Face#96	fedora	pirate_eyepatch	blusher
KLAY_Face#84	none	pirate_eyepatch	blusher
KLAY_Face#45	headband	eyes	mustache
XTZ_Face#31	headset	pixel_sunglasses	mouth
XTZ_Face#38	crown	round_glasses	mouth
XTZ_Face#71	headset	pixel_sunglasses	beard
XTZ_Face#20	crown	pirate_eyepatch	none
XTZ_Face#100	crown	pirate_eyepatch	blusher
XTZ_Face#97	crown	eyes	blusher
XTZ_Face#34	fedora	round_glasses	mouth
XTZ_Face#67	headband	pixel_sunglasses	beard
XTZ_Face#69	headset	eyes	beard
XTZ_Face#80	crown	pirate_eyepatch	beard
LEO_Face#27	headband	pixel_sunglasses	mouth
LEO_Face#70	headset	round_glasses	beard
LEO_Face#34	fedora	round_glasses	mouth
LEO_Face#52	headset	pirate_eyepatch	mustache
LEO_Face#5	headband	eyes	none
LEO_Face#93	fedora	eyes	blusher
LEO_Face#8	headband	pirate_eyepatch	none
LEO_Face#11	headset	pixel_sunglasses	none
LEO_Face#75	fedora	pixel_sunglasses	beard
LEO_Face#46	headband	round_glasses	mustache
HNT_Face#14	fedora	round_glasses	none
HNT_Face#54	fedora	round_glasses	mustache
HNT_Face#58	crown	round_glasses	mustache
HNT_Face#40	crown	pirate_eyepatch	mouth
HNT_Face#52	headset	pirate_eyepatch	mustache
HNT_Face#12	headset	pirate_eyepatch	none
HNT_Face#22	none	round_glasses	mouth
HNT_Face#21	none	eyes	mouth
HNT_Face#16	fedora	pirate_eyepatch	none
HNT_Face#53	fedora	eyes	mustache
MIOTA_Face#2	none	round_glasses	none
MIOTA_Face#80	crown	pirate_eyepatch	beard
MIOTA_Face#93	fedora	eyes	blusher
MIOTA_Face#88	headband	pirate_eyepatch	blusher
MIOTA_Face#90	headset	round_glasses	blusher
MIOTA_Face#30	headset	round_glasses	mouth
MIOTA_Face#63	none	pixel_sunglasses	beard
MIOTA_Face#61	none	eyes	beard
MIOTA_Face#1	none	eyes	none
MIOTA_Face#83	none	pixel_sunglasses	blusher
AAVE_Face#85	headband	eyes	blusher
AAVE_Face#86	headband	round_glasses	blusher
AAVE_Face#63	none	pixel_sunglasses	beard
AAVE_Face#53	fedora	eyes	mustache
AAVE_Face#18	crown	round_glasses	none
AAVE_Face#97	crown	eyes	blusher
AAVE_Face#62	none	round_glasses	beard
AAVE_Face#25	headband	eyes	mouth
AAVE_Face#76	fedora	pirate_eyepatch	beard
AAVE_Face#41	none	eyes	mustache
CAKE_Face#68	headband	pirate_eyepatch	beard
CAKE_Face#22	none	round_glasses	mouth
CAKE_Face#1	none	eyes	none
CAKE_Face#84	none	pirate_eyepatch	blusher
CAKE_Face#47	headband	pixel_sunglasses	mustache
CAKE_Face#92	headset	pirate_eyepatch	blusher
CAKE_Face#24	none	pirate_eyepatch	mouth
CAKE_Face#78	crown	round_glasses	beard
CAKE_Face#66	headband	round_glasses	beard
CAKE_Face#52	headset	pirate_eyepatch	mustache
GRT_Face#70	headset	round_glasses	beard
GRT_Face#88	headband	pirate_eyepatch	blusher
GRT_Face#17	crown	eyes	none
GRT_Face#48	headband	pirate_eyepatch	mustache
GRT_Face#4	none	pirate_eyepatch	none
GRT_Face#39	crown	pixel_sunglasses	mouth
GRT_Face#53	fedora	eyes	mustache
GRT_Face#9	headset	eyes	none
GRT_Face#35	fedora	pixel_sunglasses	mouth
GRT_Face#45	headband	eyes	mustache
EOS_Face#45	headband	eyes	mustache
EOS_Face#47	headband	pixel_sunglasses	mustache
EOS_Face#91	headset	pixel_sunglasses	blusher
EOS_Face#57	crown	eyes	mustache
EOS_Face#3	none	pixel_sunglasses	none
EOS_Face#48	headband	pirate_eyepatch	mustache
EOS_Face#52	headset	pirate_eyepatch	mustache
EOS_Face#1	none	eyes	none
EOS_Face#98	crown	round_glasses	blusher
EOS_Face#66	headband	round_glasses	beard
STX_Face#93	fedora	eyes	blusher
STX_Face#84	none	pirate_eyepatch	blusher
STX_Face#25	headband	eyes	mouth
STX_Face#15	fedora	pixel_sunglasses	none
STX_Face#94	fedora	round_glasses	blusher
STX_Face#91	headset	pixel_sunglasses	blusher
STX_Face#85	headband	eyes	blusher
STX_Face#82	none	round_glasses	blusher
STX_Face#67	headband	pixel_sunglasses	beard
STX_Face#41	none	eyes	mustache
BTT_Face#82	none	round_glasses	blusher
BTT_Face#74	fedora	round_glasses	beard
BTT_Face#80	crown	pirate_eyepatch	beard
BTT_Face#58	crown	round_glasses	mustache
BTT_Face#29	headset	eyes	mouth
BTT_Face#57	crown	eyes	mustache
BTT_Face#40	crown	pirate_eyepatch	mouth
BTT_Face#83	none	pixel_sunglasses	blusher
BTT_Face#35	fedora	pixel_sunglasses	mouth
BTT_Face#1	none	eyes	none
FLOW_Face#93	fedora	eyes	blusher
FLOW_Face#92	headset	pirate_eyepatch	blusher
FLOW_Face#33	fedora	eyes	mouth
FLOW_Face#1	none	eyes	none
FLOW_Face#11	headset	pixel_sunglasses	none
FLOW_Face#96	fedora	pirate_eyepatch	blusher
FLOW_Face#68	headband	pirate_eyepatch	beard
FLOW_Face#60	crown	pirate_eyepatch	mustache
FLOW_Face#34	fedora	round_glasses	mouth
FLOW_Face#91	headset	pixel_sunglasses	blusher
GALA_Face#90	headset	round_glasses	blusher
GALA_Face#10	headset	round_glasses	none
GALA_Face#7	headband	pixel_sunglasses	none
GALA_Face#23	none	pixel_sunglasses	mouth
GALA_Face#88	headband	pirate_eyepatch	blusher
GALA_Face#5	headband	eyes	none
GALA_Face#71	headset	pixel_sunglasses	beard
GALA_Face#24	none	pirate_eyepatch	mouth
GALA_Face#65	headband	eyes	beard
GALA_Face#41	none	eyes	mustache
KSM_Face#40	crown	pirate_eyepatch	mouth
KSM_Face#87	headband	pixel_sunglasses	blusher
KSM_Face#7	headband	pixel_sunglasses	none
KSM_Face#89	headset	eyes	blusher
KSM_Face#92	headset	pirate_eyepatch	blusher
KSM_Face#27	headband	pixel_sunglasses	mouth
KSM_Face#75	fedora	pixel_sunglasses	beard
KSM_Face#3	none	pixel_sunglasses	none
KSM_Face#36	fedora	pirate_eyepatch	mouth
KSM_Face#84	none	pirate_eyepatch	blusher
RUNE_Face#33	fedora	eyes	mouth
RUNE_Face#88	headband	pirate_eyepatch	blusher
RUNE_Face#90	headset	round_glasses	blusher
RUNE_Face#84	none	pirate_eyepatch	blusher
RUNE_Face#79	crown	pixel_sunglasses	beard
RUNE_Face#62	none	round_glasses	beard
RUNE_Face#75	fedora	pixel_sunglasses	beard
RUNE_Face#70	headset	round_glasses	beard
RUNE_Face#25	headband	eyes	mouth
RUNE_Face#40	crown	pirate_eyepatch	mouth
CRV_Face#43	none	pixel_sunglasses	mustache
CRV_Face#82	none	round_glasses	blusher
CRV_Face#54	fedora	round_glasses	mustache
CRV_Face#57	crown	eyes	mustache
CRV_Face#31	headset	pixel_sunglasses	mouth
CRV_Face#77	crown	eyes	beard
CRV_Face#61	none	eyes	beard
CRV_Face#18	crown	round_glasses	none
CRV_Face#87	headband	pixel_sunglasses	blusher
CRV_Face#17	crown	eyes	none
ENJ_Face#79	crown	pixel_sunglasses	beard
ENJ_Face#27	headband	pixel_sunglasses	mouth
ENJ_Face#23	none	pixel_sunglasses	mouth
ENJ_Face#66	headband	round_glasses	beard
ENJ_Face#61	none	eyes	beard
ENJ_Face#16	fedora	pirate_eyepatch	none
ENJ_Face#11	headset	pixel_sunglasses	none
ENJ_Face#28	headband	pirate_eyepatch	mouth
ENJ_Face#13	fedora	eyes	none
ENJ_Face#48	headband	pirate_eyepatch	mustache
MKR_Face#70	headset	round_glasses	beard
