Name,Top,Mid,Bot
ADA_Face#43,none,pixel_sunglasses,mustache
ADA_Face#7,headband,pixel_sunglasses,none
ADA_Face#65,headband,eyes,beard
ADA_Face#41,none,eyes,mustache
ADA_Face#56,fedora,pirate_eyepatch,mustache
XRP_Face#32,headset,pirate_eyepatch,mouth
XRP_Face#17,crown,eyes,none
XRP_Face#82,none,round_glasses,blusher
XRP_Face#2,none,round_glasses,none
XRP_Face#85,headband,eyes,blusher
XRP_Face#78,crown,round_glasses,beard
XRP_Face#88,headband,pirate_eyepatch,blusher
XRP_Face#4,none,pirate_eyepatch,none
XRP_Face#36,fedora,pirate_eyepatch,mouth
XRP_Face#91,headset,pixel_sunglasses,blusher
LUNA_Face#39,crown,pixel_sunglasses,mouth
LUNA_Face#3,none,pixel_sunglasses,none
LUNA_Face#70,headset,round_glasses,beard
LUNA_Face#8,headband,pirate_eyepatch,none
LUNA_Face#1,none,eyes,none
LUNA_Face#11,headset,pixel_sunglasses,none
LUNA_Face#48,headband,pirate_eyepatch,mustache
LUNA_Face#66,headband,round_glasses,beard
LUNA_Face#97,crown,eyes,blusher
LUNA_Face#29,headset,eyes,mouth
DOT_Face#25,headband,eyes,mouth
DOT_Face#6,headband,round_glasses,none
DOT_Face#48,headband,pirate_eyepatch,mustache
DOT_Face#85,headband,eyes,blusher
DOT_Face#17,crown,eyes,none
DOT_Face#11,headset,pixel_sunglasses,none
DOT_Face#90,headset,round_glasses,blusher
DOT_Face#70,headset,round_glasses,beard
DOT_Face#94,fedora,round_glasses,blusher
DOT_Face#36,fedora,pirate_eyepatch,mouth
AVAX_Face#98,crown,round_glasses,blusher
AVAX_Face#99,crown,pixel_sunglasses,blusher
AVAX_Face#100,crown,pirate_eyepatch,blusher
AVAX_Face#25,headband,eyes,mouth
AVAX_Face#11,headset,pixel_sunglasses,none
AVAX_Face#97,crown,eyes,blusher
AVAX_Face#87,headband,pixel_sunglasses,blusher
AVAX_Face#57,crown,eyes,mustache
AVAX_Face#72,headset,pirate_eyepatch,beard
AVAX_Face#24,none,pirate_eyepatch,mouth
DOGE_Face#36,fedora,pirate_eyepatch,mouth
DOGE_Face#51,headset,pixel_sunglasses,mustache
DOGE_Face#74,fedora,round_glasses,beard
DOGE_Face#54,fedora,round_glasses,mustache
DOGE_Face#6,headband,round_glasses,none
DOGE_Face#32,headset,pirate_eyepatch,mouth
DOGE_Face#57,crown,eyes,mustache
DOGE_Face#93,fedora,eyes,blusher
DOGE_Face#88,headband,pirate_eyepatch,blusher
DOGE_Face#41,none,eyes,mustache
MATIC_Face#67,headband,pixel_sunglasses,beard
MATIC_Face#65,headband,eyes,beard
MATIC_Face#62,none,round_glasses,beard
MATIC_Face#52,headset,pirate_eyepatch,mustache
MATIC_Face#54,fedora,round_glasses,mustache
MATIC_Face#12,headset,pirate_eyepatch,none
MATIC_Face#38,crown,round_glasses,mouth
MATIC_Face#45,headband,eyes,mustache
MATIC_Face#44,none,pirate_eyepatch,mustache
MATIC_Face#2,none,round_glasses,none
SHIB_Face#81,none,eyes,blusher
SHIB_Face#39,crown,pixel_sunglasses,mouth
SHIB_Face#71,headset,pixel_sunglasses,beard
SHIB_Face#16,fedora,pirate_eyepatch,none
SHIB_Face#57,crown,eyes,mustache
SHIB_Face#93,fedora,eyes,blusher
SHIB_Face#7,headband,pixel_sunglasses,none
SHIB_Face#54,fedora,round_glasses,mustache
SHIB_Face#61,none,eyes,beard
SHIB_Face#8,headband,pirate_eyepatch,none
BUSD_Face#4,none,pirate_eyepatch,none
BUSD_Face#57,crown,eyes,mustache
BUSD_Face#22,none,round_glasses,mouth
BUSD_Face#94,fedora,round_glasses,blusher
BUSD_Face#16,fedora,pirate_eyepatch,none
BUSD_Face#97,crown,eyes,blusher
BUSD_Face#82,none,round_glasses,blusher
BUSD_Face#76,fedora,pirate_eyepatch,beard
BUSD_Face#14,fedora,round_glasses,none
BUSD_Face#12,headset,pirate_eyepatch,none
CRO_Face#87,headband,pixel_sunglasses,blusher
CRO_Face#43,none,pixel_sunglasses,mustache
CRO_Face#3,none,pixel_sunglasses,none
CRO_Face#8,headband,pirate_eyepatch,none
CRO_Face#5,headband,eyes,none
CRO_Face#36,fedora,pirate_eyepatch,mouth
CRO_Face#96,fedora,pirate_eyepatch,blusher
CRO_Face#74,fedora,round_glasses,beard
CRO_Face#75,fedora,pixel_sunglasses,beard
CRO_Face#92,headset,pirate_eyepatch,blusher
LINK_Face#47,headband,pixel_sunglasses,mustache
LINK_Face#57,crown,eyes,mustache
LINK_Face#94,fedora,round_glasses,blusher
LINK_Face#44,none,pirate_eyepatch,mustache
LINK_Face#25,headband,eyes,mouth
LINK_Face#2,none,round_glasses,none
LINK_Face#62,none,round_glasses,beard
LINK_Face#67,headband,pixel_sunglasses,beard
LINK_Face#58,crown,round_glasses,mustache
LINK_Face#21,none,eyes,mouth
WBTC_Face#66,headband,round_glasses,beard
WBTC_Face#27,headband,pixel_sunglasses,mouth
WBTC_Face#44,none,pirate_eyepatch,mustache
WBTC_Face#24,none,pirate_eyepatch,mouth
WBTC_Face#73,fedora,eyes,beard
WBTC_Face#65,headband,eyes,beard
WBTC_Face#52,headset,pirate_eyepatch,mustache
WBTC_Face#9,headset,eyes,none
WBTC_Face#78,crown,round_glasses,beard
WBTC_Face#75,fedora,pixel_sunglasses,beard
NEAR_Face#36,fedora,pirate_eyepatch,mouth
NEAR_Face#64,none,pirate_eyepatch,beard
NEAR_Face#57,crown,eyes,mustache
NEAR_Face#23,none,pixel_sunglasses,mouth
NEAR_Face#30,headset,round_glasses,mouth
NEAR_Face#26,headband,round_glasses,mouth
NEAR_Face#35,fedora,pixel_sunglasses,mouth
NEAR_Face#85,headband,eyes,blusher
NEAR_Face#100,crown,pirate_eyepatch,blusher
NEAR_Face#12,headset,pirate_eyepatch,none
UST_Face#37,crown,eyes,mouth
UST_Face#30,headset,round_glasses,mouth
UST_Face#12,headset,pirate_eyepatch,none
UST_Face#80,crown,pirate_eyepatch,beard
UST_Face#83,none,pixel_sunglasses,blusher
UST_Face#28,headband,pirate_eyepatch,mouth
UST_Face#52,headset,pirate_eyepatch,mustache
UST_Face#26,headband,round_glasses,mouth
UST_Face#89,headset,eyes,blusher
UST_Face#97,crown,eyes,blusher
UNI_Face#25,headband,eyes,mouth
UNI_Face#15,fedora,pixel_sunglasses,none
UNI_Face#69,headset,eyes,beard
UNI_Face#46,headband,round_glasses,mustache
UNI_Face#30,headset,round_glasses,mouth
UNI_Face#55,fedora,pixel_sunglasses,mustache
UNI_Face#12,headset,pirate_eyepatch,none
UNI_Face#81,none,eyes,blusher
UNI_Face#60,crown,pirate_eyepatch,mustache
UNI_Face#79,crown,pixel_sunglasses,beard
LTC_Face#33,fedora,eyes,mouth
LTC_Face#26,headband,round_glasses,mouth
LTC_Face#39,crown,pixel_sunglasses,mouth
LTC_Face#89,headset,eyes,blusher
LTC_Face#84,none,pirate_eyepatch,blusher
LTC_Face#31,headset,pixel_sunglasses,mouth
LTC_Face#79,crown,pixel_sunglasses,beard
LTC_Face#97,crown,eyes,blusher
LTC_Face#92,headset,pirate_eyepatch,blusher
LTC_Face#55,fedora,pixel_sunglasses,mustache
DAI_Face#4,none,pirate_eyepatch,none
DAI_Face#71,headset,pixel_sunglasses,beard
DAI_Face#18,crown,round_glasses,none
DAI_Face#21,none,eyes,mouth
DAI_Face#10,headset,round_glasses,none
DAI_Face#54,fedora,round_glasses,mustache
DAI_Face#99,crown,pixel_sunglasses,blusher
DAI_Face#22,none,round_glasses,mouth
DAI_Face#62,none,round_glasses,beard
DAI_Face#69,headset,eyes,beard
ALGO_Face#31,headset,pixel_sunglasses,mouth
ALGO_Face#96,fedora,pirate_eyepatch,blusher
ALGO_Face#39,crown,pixel_sunglasses,mouth
ALGO_Face#23,none,pixel_sunglasses,mouth
ALGO_Face#14,fedora,round_glasses,none
ALGO_Face#57,crown,eyes,mustache
ALGO_Face#33,fedora,eyes,mouth
ALGO_Face#36,fedora,pirate_eyepatch,mouth
ALGO_Face#45,headband,eyes,mustache
ALGO_Face#11,headset,pixel_sunglasses,none
ATOM_Face#22,none,round_glasses,mouth
ATOM_Face#69,headset,eyes,beard
ATOM_Face#97,crown,eyes,blusher
ATOM_Face#82,none,round_glasses,blusher
ATOM_Face#64,none,pirate_eyepatch,beard
ATOM_Face#43,none,pixel_sunglasses,mustache
ATOM_Face#20,crown,pirate_eyepatch,none
ATOM_Face#6,headband,round_glasses,none
ATOM_Face#86,headband,round_glasses,blusher
ATOM_Face#46,headband,round_glasses,mustache
FTM_Face#6,headband,round_glasses,none
FTM_Face#3,none,pixel_sunglasses,none
FTM_Face#53,fedora,eyes,mustache
FTM_Face#39,crown,pixel_sunglasses,mouth
FTM_Face#77,crown,eyes,beard
FTM_Face#44,none,pirate_eyepatch,mustache
FTM_Face#41,none,eyes,mustache
FTM_Face#38,crown,round_glasses,mouth
FTM_Face#31,headset,pixel_sunglasses,mouth
FTM_Face#35,fedora,pixel_sunglasses,mouth
BCH_Face#76,fedora,pirate_eyepatch,beard
BCH_Face#65,headband,eyes,beard
BCH_Face#83,none,pixel_sunglasses,blusher
BCH_Face#39,crown,pixel_sunglasses,mouth
BCH_Face#90,headset,round_glasses,blusher
BCH_Face#28,headband,pirate_eyepatch,mouth
BCH_Face#88,headband,pirate_eyepatch,blusher
BCH_Face#92,headset,pirate_eyepatch,blusher
BCH_Face#15,fedora,pixel_sunglasses,none
BCH_Face#1,none,eyes,none
XLM_Face#9,headset,eyes,none
XLM_Face#29,headset,eyes,mouth
XLM_Face#8,headband,pirate_eyepatch,none
XLM_Face#62,none,round_glasses,beard
XLM_Face#74,fedora,round_glasses,beard
XLM_Face#58,crown,round_glasses,mustache
XLM_Face#18,crown,round_glasses,none
XLM_Face#53,fedora,eyes,mustache
XLM_Face#61,none,eyes,beard
XLM_Face#24,none,pirate_eyepatch,mouth
TRX_Face#57,crown,eyes,mustache
TRX_Face#98,crown,round_glasses,blusher
TRX_Face#72,headset,pirate_eyepatch,beard
TRX_Face#48,headband,pirate_eyepatch,mustache
TRX_Face#26,headband,round_glasses,mouth
TRX_Face#3,none,pixel_sunglasses,none
TRX_Face#60,crown,pirate_eyepatch,mustache
TRX_Face#81,none,eyes,blusher
TRX_Face#62,none,round_glasses,beard
TRX_Face#18,crown,round_glasses,none
ICP_Face#48,headband,pirate_eyepatch,mustache
ICP_Face#19,crown,pixel_sunglasses,none
ICP_Face#15,fedora,pixel_sunglasses,none
ICP_Face#1,none,eyes,none
ICP_Face#44,none,pirate_eyepatch,mustache
ICP_Face#30,headset,round_glasses,mouth
ICP_Face#45,headband,eyes,mustache
ICP_Face#87,headband,pixel_sunglasses,blusher
ICP_Face#7,headband,pixel_sunglasses,none
ICP_Face#29,headset,eyes,mouth
FTT_Face#57,crown,eyes,mustache
FTT_Face#99,crown,pixel_sunglasses,blusher
FTT_Face#45,headband,eyes,mustache
FTT_Face#74,fedora,round_glasses,beard
FTT_Face#32,headset,pirate_eyepatch,mouth
FTT_Face#71,headset,pixel_sunglasses,beard
FTT_Face#41,none,eyes,mustache
FTT_Face#58,crown,round_glasses,mustache
FTT_Face#15,fedora,pixel_sunglasses,none
FTT_Face#76,fedora,pirate_eyepatch,beard
MANA_Face#52,headset,pirate_eyepatch,mustache
MANA_Face#49,headset,eyes,mustache
MANA_Face#63,none,pixel_sunglasses,beard
MANA_Face#71,headset,pixel_sunglasses,beard
MANA_Face#12,headset,pirate_eyepatch,none
MANA_Face#14,fedora,round_glasses,none
MANA_Face#85,headband,eyes,blusher
MANA_Face#73,fedora,eyes,beard
MANA_Face#62,none,round_glasses,beard
MANA_Face#33,fedora,eyes,mouth
VET_Face#57,crown,eyes,mustache
VET_Face#99,crown,pixel_sunglasses,blusher
VET_Face#78,crown,round_glasses,beard
VET_Face#93,fedora,eyes,blusher
VET_Face#52,headset,pirate_eyepatch,mustache
VET_Face#69,headset,eyes,beard
VET_Face#48,headband,pirate_eyepatch,mustache
VET_Face#87,headband,pixel_sunglasses,blusher
VET_Face#46,headband,round_glasses,mustache
VET_Face#77,crown,eyes,beard
HBAR_Face#94,fedora,round_glasses,blusher
HBAR_Face#86,headband,round_glasses,blusher
HBAR_Face#37,crown,eyes,mouth
HBAR_Face#16,fedora,pirate_eyepatch,none
HBAR_Face#50,headset,round_glasses,mustache
HBAR_Face#2,none,round_glasses,none
HBAR_Face#81,none,eyes,blusher
HBAR_Face#56,fedora,pirate_eyepatch,mustache
HBAR_Face#69,headset,eyes,beard
HBAR_Face#54,fedora,round_glasses,mustache
SAND_Face#47,headband,pixel_sunglasses,mustache
SAND_Face#89,headset,eyes,blusher
SAND_Face#68,headband,pirate_eyepatch,beard
SAND_Face#83,none,pixel_sunglasses,blusher
SAND_Face#45,headband,eyes,mustache
SAND_Face#14,fedora,round_glasses,none
SAND_Face#27,headband,pixel_sunglasses,mouth
SAND_Face#96,fedora,pirate_eyepatch,blusher
SAND_Face#56,fedora,pirate_eyepatch,mustache
SAND_Face#26,headband,round_glasses,mouth
AXS_Face#48,headband,pirate_eyepatch,mustache
AXS_Face#5,headband,eyes,none
AXS_Face#88,headband,pirate_eyepatch,blusher
AXS_Face#30,headset,round_glasses,mouth
AXS_Face#83,none,pixel_sunglasses,blusher
AXS_Face#97,crown,eyes,blusher
AXS_Face#53,fedora,eyes,mustache
AXS_Face#84,none,pirate_eyepatch,blusher
AXS_Face#27,headband,pixel_sunglasses,mouth
AXS_Face#17,crown,eyes,none
BTCB_Face#94,fedora,round_glasses,blusher
BTCB_Face#87,headband,pixel_sunglasses,blusher
BTCB_Face#90,headset,round_glasses,blusher
BTCB_Face#85,headband,eyes,blusher
BTCB_Face#66,headband,round_glasses,beard
BTCB_Face#5,headband,eyes,none
BTCB_Face#27,headband,pixel_sunglasses,mouth
BTCB_Face#52,headset,pirate_eyepatch,mustache
BTCB_Face#18,crown,round_glasses,none
BTCB_Face#58,crown,round_glasses,mustache
FIL_Face#14,fedora,round_glasses,none
FIL_Face#53,fedora,eyes,mustache
FIL_Face#78,crown,round_glasses,beard
FIL_Face#65,headband,eyes,beard
FIL_Face#46,headband,round_glasses,mustache
FIL_Face#74,fedora,round_glasses,beard
FIL_Face#5,headband,eyes,none
FIL_Face#85,headband,eyes,blusher
FIL_Face#37,crown,eyes,mouth
FIL_Face#100,crown,pirate_eyepatch,blusher
THETA_Face#22,none,round_glasses,mouth
THETA_Face#12,headset,pirate_eyepatch,none
THETA_Face#21,none,eyes,mouth
THETA_Face#87,headband,pixel_sunglasses,blusher
THETA_Face#32,headset,pirate_eyepatch,mouth
THETA_Face#11,headset,pixel_sunglasses,none
THETA_Face#2,none,round_glasses,none
THETA_Face#77,crown,eyes,beard
THETA_Face#8,headband,pirate_eyepatch,none
THETA_Face#10,headset,round_glasses,none
EGLD_Face#20,crown,pirate_eyepatch,none
EGLD_Face#36,fedora,pirate_eyepatch,mouth
EGLD_Face#26,headband,round_glasses,mouth
EGLD_Face#1,none,eyes,none
EGLD_Face#68,headband,pirate_eyepatch,beard
EGLD_Face#62,none,round_glasses,beard
EGLD_Face#99,crown,pixel_sunglasses,blusher
EGLD_Face#87,headband,pixel_sunglasses,blusher
EGLD_Face#67,headband,pixel_sunglasses,beard
EGLD_Face#74,fedora,round_glasses,beard
ONE_Face#2,none,round_glasses,none
ONE_Face#17,crown,eyes,none
ONE_Face#6,headband,round_glasses,none
ONE_Face#65,headband,eyes,beard
ONE_Face#19,crown,pixel_sunglasses,none
ONE_Face#90,headset,round_glasses,blusher
ONE_Face#35,fedora,pixel_sunglasses,mouth
ONE_Face#43,none,pixel_sunglasses,mustache
ONE_Face#36,fedora,pirate_eyepatch,mouth
ONE_Face#44,none,pirate_eyepatch,mustache
ETC_Face#78,crown,round_glasses,beard
ETC_Face#22,none,round_glasses,mouth
ETC_Face#32,headset,pirate_eyepatch,mouth
ETC_Face#31,headset,pixel_sunglasses,mouth
ETC_Face#44,none,pirate_eyepatch,mustache
ETC_Face#37,crown,eyes,mouth
ETC_Face#46,headband,round_glasses,mustache
ETC_Face#47,headband,pixel_sunglasses,mustache
ETC_Face#74,fedora,round_glasses,beard
ETC_Face#23,none,pixel_sunglasses,mouth
XMR_Face#4,none,pirate_eyepatch,none
XMR_Face#18,crown,round_glasses,none
XMR_Face#39,crown,pixel_sunglasses,mouth
XMR_Face#9,headset,eyes,none
XMR_Face#79,crown,pixel_sunglasses,beard
XMR_Face#7,headband,pixel_sunglasses,none
XMR_Face#65,headband,eyes,beard
XMR_Face#37,crown,eyes,mouth
XMR_Face#90,headset,round_glasses,blusher
XMR_Face#57,crown,eyes,mustache
KLAY_Face#71,headset,pixel_sunglasses,beard
KLAY_Face#97,crown,eyes,blusher
KLAY_Face#89,headset,eyes,blusher
KLAY_Face#27,headband,pixel_sunglasses,mouth
KLAY_Face#55,fedora,pixel_sunglasses,mustache
KLAY_Face#72,headset,pirate_eyepatch,beard
KLAY_Face#30,headset,round_glasses,mouth
KLAY_Face#26,headband,round_glasses,mouth
KLAY_Face#44,none,pirate_eyepatch,mustache
KLAY_Face#42,none,round_glasses,mustache
XTZ_Face#7,headband,pixel_sunglasses,none
XTZ_Face#53,fedora,eyes,mustache
XTZ_Face#11,headset,pixel_sunglasses,none
XTZ_Face#35,fedora,pixel_sunglasses,mouth
XTZ_Face#81,none,eyes,blusher
XTZ_Face#42,none,round_glasses,mustache
XTZ_Face#9,headset,eyes,none
XTZ_Face#50,headset,round_glasses,mustache
XTZ_Face#57,crown,eyes,mustache
XTZ_Face#10,headset,round_glasses,none
LEO_Face#49,headset,eyes,mustache
LEO_Face#48,headband,pirate_eyepatch,mustache
LEO_Face#80,crown,pirate_eyepatch,beard
LEO_Face#53,fedora,eyes,mustache
LEO_Face#17,crown,eyes,none
LEO_Face#55,fedora,pixel_sunglasses,mustache
LEO_Face#90,headset,round_glasses,blusher
LEO_Face#65,headband,eyes,beard
LEO_Face#60,crown,pirate_eyepatch,mustache
LEO_Face#14,fedora,round_glasses,none
HNT_Face#10,headset,round_glasses,none
HNT_Face#27,headband,pixel_sunglasses,mouth
HNT_Face#8,headband,pirate_eyepatch,none
HNT_Face#95,fedora,pixel_sunglasses,blusher
HNT_Face#1,none,eyes,none
HNT_Face#39,crown,pixel_sunglasses,mouth
HNT_Face#69,headset,eyes,beard
HNT_Face#65,headband,eyes,beard
HNT_Face#13,fedora,eyes,none
HNT_Face#57,crown,eyes,mustache
MIOTA_Face#45,headband,eyes,mustache
MIOTA_Face#37,crown,eyes,mouth
MIOTA_Face#23,none,pixel_sunglasses,mouth
MIOTA_Face#75,fedora,pixel_sunglasses,beard
MIOTA_Face#4,none,pirate_eyepatch,none
MIOTA_Face#78,crown,round_glasses,beard
MIOTA_Face#14,fedora,round_glasses,none
MIOTA_Face#82,none,round_glasses,blusher
MIOTA_Face#76,fedora,pirate_eyepatch,beard
MIOTA_Face#57,crown,eyes,mustache
AAVE_Face#58,crown,round_glasses,mustache
AAVE_Face#27,headband,pixel_sunglasses,mouth
AAVE_Face#66,headband,round_glasses,beard
AAVE_Face#13,fedora,eyes,none
AAVE_Face#83,none,pixel_sunglasses,blusher
AAVE_Face#55,fedora,pixel_sunglasses,mustache
AAVE_Face#23,none,pixel_sunglasses,mouth
AAVE_Face#51,headset,pixel_sunglasses,mustache
AAVE_Face#14,fedora,round_glasses,none
AAVE_Face#45,headband,eyes,mustache
CAKE_Face#9,headset,eyes,none
CAKE_Face#28,headband,pirate_eyepatch,mouth
CAKE_Face#33,fedora,eyes,mouth
CAKE_Face#3,none,pixel_sunglasses,none
CAKE_Face#17,crown,eyes,none
CAKE_Face#10,headset,round_glasses,none
CAKE_Face#36,fedora,pirate_eyepatch,mouth
CAKE_Face#35,fedora,pixel_sunglasses,mouth
CAKE_Face#56,fedora,pirate_eyepatch,mustache
CAKE_Face#11,headset,pixel_sunglasses,none
GRT_Face#47,headband,pixel_sunglasses,mustache
GRT_Face#28,headband,pirate_eyepatch,mouth
GRT_Face#25,headband,eyes,mouth
GRT_Face#29,headset,eyes,mouth
GRT_Face#66,headband,round_glasses,beard
GRT_Face#8,headband,pirate_eyepatch,none
GRT_Face#89,headset,eyes,blusher
GRT_Face#62,none,round_glasses,beard
GRT_Face#98,crown,round_glasses,blusher
GRT_Face#78,crown,round_glasses,beard
EOS_Face#59,crown,pixel_sunglasses,mustache
EOS_Face#24,none,pirate_eyepatch,mouth
EOS_Face#6,headband,round_glasses,none
EOS_Face#14,fedora,round_glasses,none
EOS_Face#39,crown,pixel_sunglasses,mouth
EOS_Face#9,headset,eyes,none
EOS_Face#46,headband,round_glasses,mustache
EOS_Face#69,headset,eyes,beard
EOS_Face#4,none,pirate_eyepatch,none
EOS_Face#18,crown,round_glasses,none
STX_Face#97,crown,eyes,blusher
STX_Face#10,headset,round_glasses,none
STX_Face#50,headset,round_glasses,mustache
STX_Face#31,headset,pixel_sunglasses,mouth
STX_Face#39,crown,pixel_sunglasses,mouth
STX_Face#59,crown,pixel_sunglasses,mustache
STX_Face#1,none,eyes,none
STX_Face#27,headband,pixel_sunglasses,mouth
STX_Face#22,none,round_glasses,mouth
STX_Face#32,headset,pirate_eyepatch,mouth
BTT_Face#86,headband,round_glasses,blusher
BTT_Face#3,none,pixel_sunglasses,none
BTT_Face#94,fedora,round_glasses,blusher
BTT_Face#51,headset,pixel_sunglasses,mustache
BTT_Face#47,headband,pixel_sunglasses,mustache
BTT_Face#75,fedora,pixel_sunglasses,beard
BTT_Face#9,headset,eyes,none
BTT_Face#99,crown,pixel_sunglasses,blusher
BTT_Face#97,crown,eyes,blusher
BTT_Face#61,none,eyes,beard
FLOW_Face#64,none,pirate_eyepatch,beard
FLOW_Face#28,headband,pirate_eyepatch,mouth
FLOW_Face#52,headset,pirate_eyepatch,mustache
FLOW_Face#88,headband,pirate_eyepatch,blusher
FLOW_Face#13,fedora,eyes,none
FLOW_Face#46,headband,round_glasses,mustache
FLOW_Face#44,none,pirate_eyepatch,mustache
FLOW_Face#80,crown,pirate_eyepatch,beard
FLOW_Face#41,none,eyes,mustache
FLOW_Face#54,fedora,round_glasses,mustache
GALA_Face#33,fedora,eyes,mouth
GALA_Face#43,none,pixel_sunglasses,mustache
GALA_Face#58,crown,round_glasses,mustache
GALA_Face#28,headband,pirate_eyepatch,mouth
GALA_Face#69,headset,eyes,beard
GALA_Face#17,crown,eyes,none
GALA_Face#19,crown,pixel_sunglasses,none
GALA_Face#84,none,pirate_eyepatch,blusher
GALA_Face#46,headband,round_glasses,mustache
GALA_Face#91,headset,pixel_sunglasses,blusher
KSM_Face#61,none,eyes,beard
KSM_Face#52,headset,pirate_eyepatch,mustache
KSM_Face#68,headband,pirate_eyepatch,beard
KSM_Face#98,crown,round_glasses,blusher
KSM_Face#50,headset,round_glasses,mustache
KSM_Face#100,crown,pirate_eyepatch,blusher
KSM_Face#18,crown,round_glasses,none
KSM_Face#73,fedora,eyes,beard
KSM_Face#78,crown,round_glasses,beard
KSM_Face#96,fedora,pirate_eyepatch,blusher
RUNE_Face#47,headband,pixel_sunglasses,mustache
RUNE_Face#94,fedora,round_glasses,blusher
RUNE_Face#11,headset,pixel_sunglasses,none
RUNE_Face#96,fedora,pirate_eyepatch,blusher
RUNE_Face#5,headband,eyes,none
RUNE_Face#56,fedora,pirate_eyepatch,mustache
RUNE_Face#30,headset,round_glasses,mouth
RUNE_Face#76,fedora,pirate_eyepatch,beard
RUNE_Face#39,crown,pixel_sunglasses,mouth
RUNE_Face#17,crown,eyes,none
CRV_Face#52,headset,pirate_eyepatch,mustache
CRV_Face#25,headband,eyes,mouth
CRV_Face#80,crown,pirate_eyepatch,beard
CRV_Face#88,headband,pirate_eyepatch,blusher
CRV_Face#19,crown,pixel_sunglasses,none
CRV_Face#69,headset,eyes,beard
CRV_Face#12,headset,pirate_eyepatch,none
CRV_Face#14,fedora,round_glasses,none
CRV_Face#74,fedora,round_glasses,beard
CRV_Face#81,none,eyes,blusher
ENJ_Face#37,crown,eyes,mouth
ENJ_Face#7,headband,pixel_sunglasses,none
ENJ_Face#9,headset,eyes,none
ENJ_Face#95,fedora,pixel_sunglasses,blusher
ENJ_Face#91,headset,pixel_sunglasses,blusher
ENJ_Face#55,fedora,pixel_sunglasses,mustache
ENJ_Face#18,crown,round_glasses,none
ENJ_Face#81,none,eyes,blusher
ENJ_Face#56,fedora,pirate_eyepatch,mustache
ENJ_Face#10,headset,round_glasses,none
MKR_Face#28,headband,pirate_eyepatch,mouth
MKR_Face#82,none,round_glasses,blusher
MKR_Face#2,none,round_glasses,none
MKR_Face#52,headset,pirate_eyepatch,mustache
MKR_Face#6,headband,round_glasses,none
MKR_Face#24,none,pirate_eyepatch,mouth
MKR_Face#67,headband,pixel_sunglasses,beard
MKR_Face#87,headband,pixel_sunglasses,blusher
