name,top,mid,bot
MATIC_Face#13,fedora,eyes,none
SHIB_Face#63,none,pixel_sunglasses,beard
SHIB_Face#84,none,pirate_eyepatch,blusher
SHIB_Face#15,fedora,pixel_sunglasses,none
SHIB_Face#44,none,pirate_eyepatch,mustache
SHIB_Face#10,headset,round_glasses,none
SHIB_Face#45,headband,eyes,mustache
SHIB_Face#32,headset,pirate_eyepatch,mouth
SHIB_Face#70,headset,round_glasses,beard
SHIB_Face#58,crown,round_glasses,mustache
SHIB_Face#34,fedora,round_glasses,mouth
BUSD_Face#40,crown,pirate_eyepatch,mouth
BUSD_Face#36,fedora,pirate_eyepatch,mouth
BUSD_Face#45,headband,eyes,mustache
BUSD_Face#56,fedora,pirate_eyepatch,mustache
BUSD_Face#71,headset,pixel_sunglasses,beard
BUSD_Face#83,none,pixel_sunglasses,blusher
BUSD_Face#41,none,eyes,mustache
BUSD_Face#92,headset,pirate_eyepatch,blusher
BUSD_Face#66,headband,round_glasses,beard
BUSD_Face#3,none,pixel_sunglasses,none
CRO_Face#37,crown,eyes,mouth
CRO_Face#58,crown,round_glasses,mustache
CRO_Face#52,headset,pirate_eyepatch,mustache
CRO_Face#47,headband,pixel_sunglasses,mustache
CRO_Face#79,crown,pixel_sunglasses,beard
CRO_Face#94,fedora,round_glasses,blusher
CRO_Face#15,fedora,pixel_sunglasses,none
CRO_Face#12,headset,pirate_eyepatch,none
CRO_Face#60,crown,pirate_eyepatch,mustache
CRO_Face#62,none,round_glasses,beard
LINK_Face#26,headband,round_glasses,mouth
LINK_Face#72,headset,pirate_eyepatch,beard
LINK_Face#43,none,pixel_sunglasses,mustache
LINK_Face#48,headband,pirate_eyepatch,mustache
LINK_Face#30,headset,round_glasses,mouth
LINK_Face#64,none,pirate_eyepatch,beard
LINK_Face#89,headset,eyes,blusher
LINK_Face#51,headset,pixel_sunglasses,mustache
LINK_Face#10,headset,round_glasses,none
LINK_Face#49,headset,eyes,mustache
WBTC_Face#29,headset,eyes,mouth
WBTC_Face#10,headset,round_glasses,none
WBTC_Face#5,headband,eyes,none
WBTC_Face#74,fedora,round_glasses,beard
WBTC_Face#35,fedora,pixel_sunglasses,mouth
WBTC_Face#95,fedora,pixel_sunglasses,blusher
WBTC_Face#93,fedora,eyes,blusher
WBTC_Face#48,headband,pirate_eyepatch,mustache
WBTC_Face#38,crown,round_glasses,mouth
WBTC_Face#94,fedora,round_glasses,blusher
NEAR_Face#48,headband,pirate_eyepatch,mustache
NEAR_Face#44,none,pirate_eyepatch,mustache
NEAR_Face#55,fedora,pixel_sunglasses,mustache
NEAR_Face#34,fedora,round_glasses,mouth
NEAR_Face#49,headset,eyes,mustache
NEAR_Face#1,none,eyes,none
NEAR_Face#13,fedora,eyes,none
NEAR_Face#45,headband,eyes,mustache
NEAR_Face#92,headset,pirate_eyepatch,blusher
NEAR_Face#3,none,pixel_sunglasses,none
UST_Face#73,fedora,eyes,beard
UST_Face#17,crown,eyes,none
UST_Face#19,crown,pixel_sunglasses,none
UST_Face#3,none,pixel_sunglasses,none
UST_Face#39,crown,pixel_sunglasses,mouth
UST_Face#91,headset,pixel_sunglasses,blusher
UST_Face#31,headset,pixel_sunglasses,mouth
UST_Face#84,none,pirate_eyepatch,blusher
UST_Face#62,none,round_glasses,beard
UST_Face#9,headset,eyes,none
UNI_Face#75,fedora,pixel_sunglasses,beard
UNI_Face#3,none,pixel_sunglasses,none
UNI_Face#45,headband,eyes,mustache
UNI_Face#57,crown,eyes,mustache
UNI_Face#49,headset,eyes,mustache
UNI_Face#13,fedora,eyes,none
UNI_Face#37,crown,eyes,mouth
UNI_Face#1,none,eyes,none
UNI_Face#50,headset,round_glasses,mustache
UNI_Face#77,crown,eyes,beard
LTC_Face#82,none,round_glasses,blusher
LTC_Face#86,headband,round_glasses,blusher
LTC_Face#35,fedora,pixel_sunglasses,mouth
LTC_Face#63,none,pixel_sunglasses,beard
LTC_Face#47,headband,pixel_sunglasses,mustache
LTC_Face#43,none,pixel_sunglasses,mustache
LTC_Face#32,headset,pirate_eyepatch,mouth
LTC_Face#94,fedora,round_glasses,blusher
LTC_Face#12,headset,pirate_eyepatch,none
LTC_Face#23,none,pixel_sunglasses,mouth
DAI_Face#50,headset,round_glasses,mustache
DAI_Face#83,none,pixel_sunglasses,blusher
DAI_Face#32,headset,pirate_eyepatch,mouth
DAI_Face#38,crown,round_glasses,mouth
DAI_Face#13,fedora,eyes,none
DAI_Face#88,headband,pirate_eyepatch,blusher
DAI_Face#43,none,pixel_sunglasses,mustache
DAI_Face#100,crown,pirate_eyepatch,blusher
DAI_Face#86,headband,round_glasses,blusher
DAI_Face#76,fedora,pirate_eyepatch,beard
ALGO_Face#81,none,eyes,blusher
ALGO_Face#83,none,pixel_sunglasses,blusher
ALGO_Face#69,headset,eyes,beard
ALGO_Face#78,crown,round_glasses,beard
ALGO_Face#38,crown,round_glasses,mouth
ALGO_Face#4,none,pirate_eyepatch,none
ALGO_Face#56,fedora,pirate_eyepatch,mustache
ALGO_Face#21,none,eyes,mouth
ALGO_Face#18,crown,round_glasses,none
ALGO_Face#73,fedora,eyes,beard
ATOM_Face#32,headset,pirate_eyepatch,mouth
ATOM_Face#38,crown,round_glasses,mouth
ATOM_Face#87,headband,pixel_sunglasses,blusher
ATOM_Face#77,crown,eyes,beard
ATOM_Face#15,fedora,pixel_sunglasses,none
ATOM_Face#89,headset,eyes,blusher
ATOM_Face#49,headset,eyes,mustache
ATOM_Face#72,headset,pirate_eyepatch,beard
ATOM_Face#68,headband,pirate_eyepatch,beard
ATOM_Face#14,fedora,round_glasses,none
FTM_Face#30,headset,round_glasses,mouth
FTM_Face#34,fedora,round_glasses,mouth
FTM_Face#66,headband,round_glasses,beard
FTM_Face#75,fedora,pixel_sunglasses,beard
FTM_Face#7,headband,pixel_sunglasses,none
FTM_Face#58,crown,round_glasses,mustache
FTM_Face#90,headset,round_glasses,blusher
FTM_Face#88,headband,pirate_eyepatch,blusher
FTM_Face#99,crown,pixel_sunglasses,blusher
FTM_Face#1,none,eyes,none
BCH_Face#70,headset,round_glasses,beard
BCH_Face#85,headband,eyes,blusher
BCH_Face#42,none,round_glasses,mustache
BCH_Face#26,headband,round_glasses,mouth
BCH_Face#6,headband,round_glasses,none
BCH_Face#64,none,pirate_eyepatch,beard
BCH_Face#96,fedora,pirate_eyepatch,blusher
BCH_Face#34,fedora,round_glasses,mouth
BCH_Face#71,headset,pixel_sunglasses,beard
BCH_Face#32,headset,pirate_eyepatch,mouth
XLM_Face#69,headset,eyes,beard
XLM_Face#44,none,pirate_eyepatch,mustache
XLM_Face#51,headset,pixel_sunglasses,mustache
XLM_Face#41,none,eyes,mustache
XLM_Face#96,fedora,pirate_eyepatch,blusher
XLM_Face#28,headband,pirate_eyepatch,mouth
XLM_Face#86,headband,round_glasses,blusher
XLM_Face#23,none,pixel_sunglasses,mouth
XLM_Face#45,headband,eyes,mustache
XLM_Face#65,headband,eyes,beard
TRX_Face#15,fedora,pixel_sunglasses,none
TRX_Face#1,none,eyes,none
TRX_Face#87,headband,pixel_sunglasses,blusher
TRX_Face#14,fedora,round_glasses,none
TRX_Face#19,crown,pixel_sunglasses,none
TRX_Face#31,headset,pixel_sunglasses,mouth
TRX_Face#37,crown,eyes,mouth
TRX_Face#53,fedora,eyes,mustache
TRX_Face#96,fedora,pirate_eyepatch,blusher
TRX_Face#40,crown,pirate_eyepatch,mouth
ICP_Face#9,headset,eyes,none
ICP_Face#11,headset,pixel_sunglasses,none
ICP_Face#8,headband,pirate_eyepatch,none
ICP_Face#20,crown,pirate_eyepatch,none
ICP_Face#72,headset,pirate_eyepatch,beard
ICP_Face#93,fedora,eyes,blusher
ICP_Face#26,headband,round_glasses,mouth
ICP_Face#39,crown,pixel_sunglasses,mouth
ICP_Face#13,fedora,eyes,none
ICP_Face#58,crown,round_glasses,mustache
FTT_Face#92,headset,pirate_eyepatch,blusher
FTT_Face#35,fedora,pixel_sunglasses,mouth
FTT_Face#53,fedora,eyes,mustache
FTT_Face#9,headset,eyes,none
FTT_Face#75,fedora,pixel_sunglasses,beard
FTT_Face#22,none,round_glasses,mouth
FTT_Face#89,headset,eyes,blusher
FTT_Face#81,none,eyes,blusher
FTT_Face#90,headset,round_glasses,blusher
FTT_Face#83,none,pixel_sunglasses,blusher
MANA_Face#34,fedora,round_glasses,mouth
MANA_Face#77,crown,eyes,beard
MANA_Face#4,none,pirate_eyepatch,none
MANA_Face#57,crown,eyes,mustache
MANA_Face#1,none,eyes,none
MANA_Face#38,crown,round_glasses,mouth
MANA_Face#9,headset,eyes,none
MANA_Face#61,none,eyes,beard
MANA_Face#68,headband,pirate_eyepatch,beard
MANA_Face#37,crown,eyes,mouth
VET_Face#40,crown,pirate_eyepatch,mouth
VET_Face#86,headband,round_glasses,blusher
VET_Face#98,crown,round_glasses,blusher
VET_Face#56,fedora,pirate_eyepatch,mustache
VET_Face#34,fedora,round_glasses,mouth
VET_Face#81,none,eyes,blusher
VET_Face#14,fedora,round_glasses,none
VET_Face#28,headband,pirate_eyepatch,mouth
VET_Face#97,crown,eyes,blusher
VET_Face#45,headband,eyes,mustache
HBAR_Face#91,headset,pixel_sunglasses,blusher
HBAR_Face#96,fedora,pirate_eyepatch,blusher
HBAR_Face#83,none,pixel_sunglasses,blusher
HBAR_Face#61,none,eyes,beard
HBAR_Face#72,headset,pirate_eyepatch,beard
HBAR_Face#7,headband,pixel_sunglasses,none
HBAR_Face#82,none,round_glasses,blusher
HBAR_Face#3,none,pixel_sunglasses,none
HBAR_Face#71,headset,pixel_sunglasses,beard
HBAR_Face#97,crown,eyes,blusher
SAND_Face#75,fedora,pixel_sunglasses,beard
SAND_Face#16,fedora,pirate_eyepatch,none
SAND_Face#5,headband,eyes,none
SAND_Face#33,fedora,eyes,mouth
SAND_Face#60,crown,pirate_eyepatch,mustache
SAND_Face#92,headset,pirate_eyepatch,blusher
SAND_Face#11,headset,pixel_sunglasses,none
SAND_Face#51,headset,pixel_sunglasses,mustache
SAND_Face#54,fedora,round_glasses,mustache
SAND_Face#76,fedora,pirate_eyepatch,beard
AXS_Face#72,headset,pirate_eyepatch,beard
AXS_Face#99,crown,pixel_sunglasses,blusher
AXS_Face#28,headband,pirate_eyepatch,mouth
AXS_Face#71,headset,pixel_sunglasses,beard
AXS_Face#32,headset,pirate_eyepatch,mouth
AXS_Face#11,headset,pixel_sunglasses,none
AXS_Face#25,headband,eyes,mouth
AXS_Face#52,headset,pirate_eyepatch,mustache
AXS_Face#36,fedora,pirate_eyepatch,mouth
AXS_Face#14,fedora,round_glasses,none
BTCB_Face#43,none,pixel_sunglasses,mustache
BTCB_Face#3,none,pixel_sunglasses,none
BTCB_Face#28,headband,pirate_eyepatch,mouth
BTCB_Face#29,headset,eyes,mouth
BTCB_Face#76,fedora,pirate_eyepatch,beard
BTCB_Face#59,crown,pixel_sunglasses,mustache
BTCB_Face#69,headset,eyes,beard
BTCB_Face#53,fedora,eyes,mustache
BTCB_Face#75,fedora,pixel_sunglasses,beard
BTCB_Face#4,none,pirate_eyepatch,none
FIL_Face#50,headset,round_glasses,mustache
FIL_Face#87,headband,pixel_sunglasses,blusher
FIL_Face#79,crown,pixel_sunglasses,beard
FIL_Face#6,headband,round_glasses,none
FIL_Face#92,headset,pirate_eyepatch,blusher
FIL_Face#82,none,round_glasses,blusher
FIL_Face#83,none,pixel_sunglasses,blusher
FIL_Face#90,headset,round_glasses,blusher
FIL_Face#19,crown,pixel_sunglasses,none
FIL_Face#67,headband,pixel_sunglasses,beard
THETA_Face#74,fedora,round_glasses,beard
THETA_Face#50,headset,round_glasses,mustache
THETA_Face#46,headband,round_glasses,mustache
THETA_Face#65,headband,eyes,beard
THETA_Face#17,crown,eyes,none
THETA_Face#70,headset,round_glasses,beard
THETA_Face#18,crown,round_glasses,none
THETA_Face#73,fedora,eyes,beard
THETA_Face#67,headband,pixel_sunglasses,beard
THETA_Face#96,fedora,pirate_eyepatch,blusher
EGLD_Face#54,fedora,round_glasses,mustache
EGLD_Face#85,headband,eyes,blusher
EGLD_Face#58,crown,round_glasses,mustache
EGLD_Face#88,headband,pirate_eyepatch,blusher
EGLD_Face#59,crown,pixel_sunglasses,mustache
EGLD_Face#30,headset,round_glasses,mouth
EGLD_Face#22,none,round_glasses,mouth
EGLD_Face#86,headband,round_glasses,blusher
EGLD_Face#80,crown,pirate_eyepatch,beard
EGLD_Face#25,headband,eyes,mouth
ONE_Face#76,fedora,pirate_eyepatch,beard
ONE_Face#64,none,pirate_eyepatch,beard
ONE_Face#16,fedora,pirate_eyepatch,none
ONE_Face#39,crown,pixel_sunglasses,mouth
ONE_Face#12,headset,pirate_eyepatch,none
ONE_Face#41,none,eyes,mustache
ONE_Face#46,headband,round_glasses,mustache
ONE_Face#40,crown,pirate_eyepatch,mouth
ONE_Face#63,none,pixel_sunglasses,beard
ONE_Face#87,headband,pixel_sunglasses,blusher
ETC_Face#95,fedora,pixel_sunglasses,blusher
ETC_Face#38,crown,round_glasses,mouth
ETC_Face#7,headband,pixel_sunglasses,none
ETC_Face#80,crown,pirate_eyepatch,beard
ETC_Face#33,fedora,eyes,mouth
ETC_Face#25,headband,eyes,mouth
ETC_Face#1,none,eyes,none
ETC_Face#34,fedora,round_glasses,mouth
ETC_Face#94,fedora,round_glasses,blusher
ETC_Face#69,headset,eyes,beard
XMR_Face#54,fedora,round_glasses,mustache
XMR_Face#71,headset,pixel_sunglasses,beard
XMR_Face#46,headband,round_glasses,mustache
XMR_Face#45,headband,eyes,mustache
XMR_Face#40,crown,pirate_eyepatch,mouth
XMR_Face#23,none,pixel_sunglasses,mouth
XMR_Face#81,none,eyes,blusher
XMR_Face#11,headset,pixel_sunglasses,none
XMR_Face#1,none,eyes,none
XMR_Face#19,crown,pixel_sunglasses,none
KLAY_Face#3,none,pixel_sunglasses,none
KLAY_Face#16,fedora,pirate_eyepatch,none
KLAY_Face#23,none,pixel_sunglasses,mouth
KLAY_Face#58,crown,round_glasses,mustache
KLAY_Face#92,headset,pirate_eyepatch,blusher
KLAY_Face#70,headset,round_glasses,beard
KLAY_Face#56,fedora,pirate_eyepatch,mustache
KLAY_Face#12,headset,pirate_eyepatch,none
KLAY_Face#80,crown,pirate_eyepatch,beard
KLAY_Face#10,headset,round_glasses,none
XTZ_Face#55,fedora,pixel_sunglasses,mustache
XTZ_Face#28,headband,pirate_eyepatch,mouth
XTZ_Face#94,fedora,round_glasses,blusher
XTZ_Face#40,crown,pirate_eyepatch,mouth
XTZ_Face#66,headband,round_glasses,beard
XTZ_Face#8,headband,pirate_eyepatch,none
XTZ_Face#27,headband,pixel_sunglasses,mouth
XTZ_Face#25,headband,eyes,mouth
XTZ_Face#61,none,eyes,beard
XTZ_Face#87,headband,pixel_sunglasses,blusher
LEO_Face#2,none,round_glasses,none
LEO_Face#63,none,pixel_sunglasses,beard
LEO_Face#77,crown,eyes,beard
LEO_Face#38,crown,round_glasses,mouth
LEO_Face#100,crown,pirate_eyepatch,blusher
LEO_Face#79,crown,pixel_sunglasses,beard
LEO_Face#39,crown,pixel_sunglasses,mouth
LEO_Face#3,none,pixel_sunglasses,none
LEO_Face#85,headband,eyes,blusher
LEO_Face#61,none,eyes,beard
HNT_Face#34,fedora,round_glasses,mouth
HNT_Face#38,crown,round_glasses,mouth
HNT_Face#11,headset,pixel_sunglasses,none
HNT_Face#45,headband,eyes,mustache
HNT_Face#35,fedora,pixel_sunglasses,mouth
HNT_Face#25,headband,eyes,mouth
HNT_Face#99,crown,pixel_sunglasses,blusher
HNT_Face#74,fedora,round_glasses,beard
HNT_Face#96,fedora,pirate_eyepatch,blusher
HNT_Face#51,headset,pixel_sunglasses,mustache
MIOTA_Face#91,headset,pixel_sunglasses,blusher
MIOTA_Face#95,fedora,pixel_sunglasses,blusher
MIOTA_Face#87,headband,pixel_sunglasses,blusher
MIOTA_Face#64,none,pirate_eyepatch,beard
MIOTA_Face#6,headband,round_glasses,none
MIOTA_Face#39,crown,pixel_sunglasses,mouth
MIOTA_Face#15,fedora,pixel_sunglasses,none
MIOTA_Face#41,none,eyes,mustache
MIOTA_Face#48,headband,pirate_eyepatch,mustache
MIOTA_Face#92,headset,pirate_eyepatch,blusher
AAVE_Face#6,headband,round_glasses,none
AAVE_Face#72,headset,pirate_eyepatch,beard
AAVE_Face#10,headset,round_glasses,none
AAVE_Face#12,headset,pirate_eyepatch,none
AAVE_Face#80,crown,pirate_eyepatch,beard
AAVE_Face#70,headset,round_glasses,beard
AAVE_Face#9,headset,eyes,none
AAVE_Face#60,crown,pirate_eyepatch,mustache
AAVE_Face#64,none,pirate_eyepatch,beard
AAVE_Face#40,crown,pirate_eyepatch,mouth
CAKE_Face#26,headband,round_glasses,mouth
CAKE_Face#29,headset,eyes,mouth
CAKE_Face#76,fedora,pirate_eyepatch,beard
CAKE_Face#82,none,round_glasses,blusher
CAKE_Face#48,headband,pirate_eyepatch,mustache
CAKE_Face#42,none,round_glasses,mustache
CAKE_Face#23,none,pixel_sunglasses,mouth
CAKE_Face#30,headset,round_glasses,mouth
CAKE_Face#2,none,round_glasses,none
CAKE_Face#67,headband,pixel_sunglasses,beard
GRT_Face#80,crown,pirate_eyepatch,beard
GRT_Face#26,headband,round_glasses,mouth
GRT_Face#16,fedora,pirate_eyepatch,none
GRT_Face#40,crown,pirate_eyepatch,mouth
GRT_Face#41,none,eyes,mustache
GRT_Face#54,fedora,round_glasses,mustache
GRT_Face#18,crown,round_glasses,none
GRT_Face#58,crown,round_glasses,mustache
GRT_Face#51,headset,pixel_sunglasses,mustache
GRT_Face#19,crown,pixel_sunglasses,none
EOS_Face#44,none,pirate_eyepatch,mustache
EOS_Face#12,headset,pirate_eyepatch,none
EOS_Face#84,none,pirate_eyepatch,blusher
EOS_Face#79,crown,pixel_sunglasses,beard
EOS_Face#20,crown,pirate_eyepatch,none
EOS_Face#81,none,eyes,blusher
EOS_Face#5,headband,eyes,none
EOS_Face#80,crown,pirate_eyepatch,beard
EOS_Face#76,fedora,pirate_eyepatch,beard
EOS_Face#73,fedora,eyes,beard
STX_Face#9,headset,eyes,none
STX_Face#45,headband,eyes,mustache
STX_Face#20,crown,pirate_eyepatch,none
STX_Face#3,none,pixel_sunglasses,none
STX_Face#74,fedora,round_glasses,beard
STX_Face#38,crown,round_glasses,mouth
STX_Face#90,headset,round_glasses,blusher
STX_Face#68,headband,pirate_eyepatch,beard
STX_Face#19,crown,pixel_sunglasses,none
STX_Face#5,headband,eyes,none
BTT_Face#79,crown,pixel_sunglasses,beard
BTT_Face#65,headband,eyes,beard
BTT_Face#4,none,pirate_eyepatch,none
BTT_Face#72,headset,pirate_eyepatch,beard
BTT_Face#33,fedora,eyes,mouth
BTT_Face#69,headset,eyes,beard
BTT_Face#43,none,pixel_sunglasses,mustache
BTT_Face#56,fedora,pirate_eyepatch,mustache
BTT_Face#98,crown,round_glasses,blusher
BTT_Face#50,headset,round_glasses,mustache
FLOW_Face#71,headset,pixel_sunglasses,beard
FLOW_Face#49,headset,eyes,mustache
FLOW_Face#95,fedora,pixel_sunglasses,blusher
FLOW_Face#82,none,round_glasses,blusher
FLOW_Face#47,headband,pixel_sunglasses,mustache
FLOW_Face#39,crown,pixel_sunglasses,mouth
FLOW_Face#30,headset,round_glasses,mouth
FLOW_Face#35,fedora,pixel_sunglasses,mouth
FLOW_Face#23,none,pixel_sunglasses,mouth
FLOW_Face#86,headband,round_glasses,blusher
GALA_Face#93,fedora,eyes,blusher
GALA_Face#99,crown,pixel_sunglasses,blusher
GALA_Face#96,fedora,pirate_eyepatch,blusher
GALA_Face#85,headband,eyes,blusher
GALA_Face#35,fedora,pixel_sunglasses,mouth
GALA_Face#39,crown,pixel_sunglasses,mouth
GALA_Face#77,crown,eyes,beard
GALA_Face#18,crown,round_glasses,none
GALA_Face#79,crown,pixel_sunglasses,beard
GALA_Face#6,headband,round_glasses,none
KSM_Face#80,crown,pirate_eyepatch,beard
KSM_Face#24,none,pirate_eyepatch,mouth
KSM_Face#69,headset,eyes,beard
KSM_Face#53,fedora,eyes,mustache
KSM_Face#39,crown,pixel_sunglasses,mouth
KSM_Face#74,fedora,round_glasses,beard
KSM_Face#10,headset,round_glasses,none
KSM_Face#60,crown,pirate_eyepatch,mustache
KSM_Face#28,headband,pirate_eyepatch,mouth
KSM_Face#5,headband,eyes,none
RUNE_Face#18,crown,round_glasses,none
RUNE_Face#42,none,round_glasses,mustache
RUNE_Face#4,none,pirate_eyepatch,none
RUNE_Face#9,headset,eyes,none
RUNE_Face#99,crown,pixel_sunglasses,blusher
RUNE_Face#60,crown,pirate_eyepatch,mustache
RUNE_Face#21,none,eyes,mouth
RUNE_Face#68,headband,pirate_eyepatch,beard
RUNE_Face#8,headband,pirate_eyepatch,none
RUNE_Face#46,headband,round_glasses,mustache
CRV_Face#59,crown,pixel_sunglasses,mustache
CRV_Face#9,headset,eyes,none
CRV_Face#32,headset,pirate_eyepatch,mouth
CRV_Face#71,headset,pixel_sunglasses,beard
CRV_Face#46,headband,round_glasses,mustache
CRV_Face#70,headset,round_glasses,beard
CRV_Face#96,fedora,pirate_eyepatch,blusher
CRV_Face#51,headset,pixel_sunglasses,mustache
CRV_Face#5,headband,eyes,none
CRV_Face#21,none,eyes,mouth
ENJ_Face#47,headband,pixel_sunglasses,mustache
ENJ_Face#25,headband,eyes,mouth
ENJ_Face#88,headband,pirate_eyepatch,blusher
ENJ_Face#31,headset,pixel_sunglasses,mouth
ENJ_Face#86,headband,round_glasses,blusher
ENJ_Face#17,crown,eyes,none
ENJ_Face#97,crown,eyes,blusher
ENJ_Face#19,crown,pixel_sunglasses,none
ENJ_Face#100,crown,pirate_eyepatch,blusher
ENJ_Face#70,headset,round_glasses,beard
MKR_Face#5,headband,eyes,none
MKR_Face#80,crown,pirate_eyepatch,beard
MKR_Face#15,fedora,pixel_sunglasses,none
MKR_Face#56,fedora,pirate_eyepatch,mustache
MKR_Face#4,none,pirate_eyepatch,none
